task_id,date_field,vendor,project_code,miles,unit_price,amount_currency,currency,hours
683,Mar-05-2026,Continental Drafting Ltd.,PA-DARK-FIBER,37.4,38.93,$,$,52
684,Jan-04-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,33.1,42.28,$,£,46
685,Feb-22-2026,Continental Drafting Ltd.,PA-DARK-FIBER,16.2,42.08,$,€,22
686,Mar-05-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,9.8,41.13,$,$,13
687,Jan-27-2026,Southfield GIS Inc.,OH-EXPANSION,17.4,39.05,$,€,24
688,Feb-23-2026,Southfield GIS Inc.,NC-RING,31.0,39.39,$,£,43
689,Mar-18-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,14.9,42.26,$,€,20
690,Jan-13-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,18.5,38.7,$,£,25
691,Feb-21-2026,Dominion Aluminum & Fasteners,NC-RING,30.2,38.89,$,$,42
692,Mar-14-2026,Global CAD Solutions,VA-METRO-ROUTE,29.7,38.51,$,£,41
693,Jan-22-2026,Global CAD Solutions,TX-LONG-HAUL,39.9,42.23,$,€,55
694,Feb-10-2026,Global CAD Solutions,OH-EXPANSION,19.1,41.38,$,£,26
695,Mar-07-2026,Global CAD Solutions,OH-EXPANSION,17.0,39.36,$,€,23
696,Jan-07-2026,Southfield GIS Inc.,TX-LONG-HAUL,23.1,41.45,$,$,32
697,Feb-02-2026,Dominion Aluminum & Fasteners,NC-RING,27.2,42.35,$,£,38
698,Mar-05-2026,Continental Drafting Ltd.,FL-BACKHAUL,17.6,38.77,$,£,24
699,Jan-16-2026,Southfield GIS Inc.,TX-LONG-HAUL,18.5,39.64,$,$,25
700,Feb-26-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,31.2,40.05,$,€,43
701,Mar-26-2026,Global CAD Solutions,TX-LONG-HAUL,27.1,40.08,$,$,37
702,Jan-17-2026,Continental Drafting Ltd.,NC-RING,11.1,40.91,$,$,15
703,Feb-19-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,19.3,39.69,$,€,27
704,Mar-12-2026,Continental Drafting Ltd.,TX-LONG-HAUL,29.2,38.41,$,$,40
705,Jan-10-2026,Global CAD Solutions,TX-LONG-HAUL,16.4,38.48,$,$,22
706,Feb-05-2026,Continental Drafting Ltd.,OH-EXPANSION,16.7,40.43,$,£,23
707,Mar-08-2026,Southfield GIS Inc.,TX-LONG-HAUL,26.2,38.19,$,£,36
708,Jan-07-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,20.9,38.92,$,$,29
709,Feb-24-2026,Global CAD Solutions,PA-DARK-FIBER,25.1,39.08,$,$,35
710,Mar-04-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,23.6,41.56,$,€,33
711,Jan-23-2026,Southfield GIS Inc.,FL-BACKHAUL,15.3,41.38,$,$,21
712,Feb-01-2026,Global CAD Solutions,OH-EXPANSION,20.6,40.33,$,£,28
713,Mar-03-2026,Global CAD Solutions,FL-BACKHAUL,26.5,39.05,$,€,37
714,Jan-27-2026,Global CAD Solutions,TX-LONG-HAUL,10.3,39.52,$,$,14
715,Feb-07-2026,Southfield GIS Inc.,NC-RING,32.7,38.79,$,£,45
716,Mar-03-2026,Global CAD Solutions,PA-DARK-FIBER,32.3,40.66,$,$,45
717,Jan-11-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,33.2,38.15,$,$,46
718,Feb-24-2026,Dominion Aluminum & Fasteners,NC-RING,29.7,38.68,$,£,41
719,Mar-07-2026,Global CAD Solutions,TX-LONG-HAUL,37.6,41.09,$,€,52
720,Jan-01-2026,Southfield GIS Inc.,PA-DARK-FIBER,36.2,38.17,$,€,50
721,Feb-03-2026,Global CAD Solutions,PA-DARK-FIBER,27.3,38.28,$,€,38
722,Mar-28-2026,Southfield GIS Inc.,VA-METRO-ROUTE,33.2,38.42,$,€,46
723,Jan-19-2026,Continental Drafting Ltd.,TX-LONG-HAUL,33.7,40.22,$,€,47
724,Feb-05-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,34.5,42.22,$,$,48
725,Mar-27-2026,Continental Drafting Ltd.,PA-DARK-FIBER,33.7,40.66,$,£,47
726,Jan-27-2026,Global CAD Solutions,FL-BACKHAUL,33.1,41.92,$,£,46
727,Feb-03-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,33.2,39.13,$,$,46
728,Mar-07-2026,Global CAD Solutions,NC-RING,22.7,39.06,$,£,31
729,Jan-13-2026,Southfield GIS Inc.,FL-BACKHAUL,33.1,41.57,$,€,46
730,Feb-27-2026,Southfield GIS Inc.,OH-EXPANSION,21.0,38.39,$,€,29
731,Mar-22-2026,Global CAD Solutions,NC-RING,36.9,39.92,$,£,51
732,Jan-10-2026,Continental Drafting Ltd.,OH-EXPANSION,27.3,42.28,$,£,38
733,Feb-14-2026,Dominion Aluminum & Fasteners,NC-RING,17.6,38.66,$,€,24
734,Mar-03-2026,Southfield GIS Inc.,VA-METRO-ROUTE,20.6,40.1,$,$,28
735,Jan-11-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,39.8,38.84,$,£,55
736,Feb-22-2026,Global CAD Solutions,NC-RING,33.8,38.54,$,€,47
737,Mar-13-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,36.7,39.75,$,£,51
738,Jan-12-2026,Continental Drafting Ltd.,TX-LONG-HAUL,15.2,42.0,$,€,21
739,Feb-10-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,18.2,41.94,$,€,25
740,Mar-28-2026,Global CAD Solutions,PA-DARK-FIBER,39.0,39.76,$,$,54
741,Jan-28-2026,Southfield GIS Inc.,TX-LONG-HAUL,11.3,39.11,$,€,15
742,Feb-24-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,29.6,42.43,$,€,41
743,Mar-05-2026,Southfield GIS Inc.,PA-DARK-FIBER,36.6,41.0,$,$,51
744,Jan-15-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,38.7,39.63,$,€,54
745,Feb-17-2026,Continental Drafting Ltd.,PA-DARK-FIBER,29.6,42.08,$,£,41
746,Mar-12-2026,Global CAD Solutions,FL-BACKHAUL,39.2,38.26,$,€,54
747,Jan-18-2026,Continental Drafting Ltd.,OH-EXPANSION,22.3,41.38,$,$,31
748,Feb-02-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,23.4,38.03,$,£,32
749,Mar-07-2026,Dominion Aluminum & Fasteners,NC-RING,37.4,40.29,$,£,52
750,Jan-24-2026,Southfield GIS Inc.,NC-RING,28.5,39.26,$,$,39
751,Feb-25-2026,Global CAD Solutions,NC-RING,8.8,40.47,$,£,12
752,Mar-26-2026,Southfield GIS Inc.,FL-BACKHAUL,28.5,40.22,$,€,39
753,Jan-23-2026,Global CAD Solutions,VA-METRO-ROUTE,18.4,41.75,$,£,25
754,Feb-26-2026,Global CAD Solutions,NC-RING,19.1,38.63,$,€,26
755,Mar-06-2026,Global CAD Solutions,VA-METRO-ROUTE,31.6,38.77,$,£,44
756,Jan-19-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,39.1,41.5,$,£,54
757,Feb-09-2026,Southfield GIS Inc.,VA-METRO-ROUTE,36.5,40.14,$,€,51
758,Mar-15-2026,Southfield GIS Inc.,OH-EXPANSION,11.5,39.17,$,£,16
759,Jan-13-2026,Continental Drafting Ltd.,PA-DARK-FIBER,38.8,39.2,$,$,54
760,Feb-17-2026,Global CAD Solutions,PA-DARK-FIBER,21.1,38.72,$,£,29
761,Mar-05-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,32.2,40.12,$,€,45
762,Jan-25-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,16.8,39.63,$,£,23
763,Feb-28-2026,Global CAD Solutions,FL-BACKHAUL,11.9,40.02,$,$,16
764,Mar-18-2026,Southfield GIS Inc.,PA-DARK-FIBER,30.3,39.38,$,€,42
765,Jan-09-2026,Continental Drafting Ltd.,TX-LONG-HAUL,36.3,41.94,$,$,50
766,Feb-27-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,30.8,42.19,$,$,43
767,Mar-24-2026,Continental Drafting Ltd.,FL-BACKHAUL,31.8,38.53,$,£,44
768,Jan-27-2026,Continental Drafting Ltd.,PA-DARK-FIBER,31.8,39.54,$,£,44
769,Feb-26-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,19.2,38.84,$,$,26
770,Mar-22-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,12.3,39.52,$,$,17
771,Jan-03-2026,Continental Drafting Ltd.,NC-RING,8.1,40.58,$,$,11
772,Feb-13-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,26.4,39.23,$,€,36
773,Mar-05-2026,Global CAD Solutions,TX-LONG-HAUL,29.5,41.39,$,€,41
774,Jan-10-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,31.8,41.69,$,€,44
775,Feb-10-2026,Southfield GIS Inc.,TX-LONG-HAUL,28.7,41.94,$,£,40
776,Mar-23-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,32.7,40.72,$,€,45
777,Jan-20-2026,Global CAD Solutions,TX-LONG-HAUL,36.9,39.39,$,£,51
778,Feb-12-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,30.4,38.32,$,£,42
779,Mar-01-2026,Global CAD Solutions,OH-EXPANSION,28.1,38.62,$,£,39
780,Jan-15-2026,Continental Drafting Ltd.,NC-RING,25.8,41.63,$,$,36
781,Feb-04-2026,Southfield GIS Inc.,OH-EXPANSION,15.2,40.83,$,£,21
782,Mar-17-2026,Southfield GIS Inc.,NC-RING,15.4,40.5,$,$,21
783,Jan-27-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,26.5,41.21,$,$,37
784,Feb-01-2026,Southfield GIS Inc.,PA-DARK-FIBER,24.1,39.91,$,$,33
785,Mar-24-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,26.7,39.8,$,€,37
786,Jan-08-2026,Southfield GIS Inc.,FL-BACKHAUL,35.8,42.48,$,£,50
787,Feb-22-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,10.3,40.15,$,$,14
788,Mar-15-2026,Southfield GIS Inc.,FL-BACKHAUL,36.2,40.78,$,$,50
789,Jan-20-2026,Global CAD Solutions,TX-LONG-HAUL,11.6,38.75,$,$,16
790,Feb-24-2026,Dominion Aluminum & Fasteners,NC-RING,8.5,41.5,$,€,11
791,Mar-25-2026,Global CAD Solutions,VA-METRO-ROUTE,14.4,41.4,$,£,20
792,Jan-24-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,27.6,38.07,$,£,38
793,Feb-14-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,34.7,40.89,$,€,48
794,Mar-18-2026,Southfield GIS Inc.,VA-METRO-ROUTE,28.1,40.54,$,£,39
795,Jan-10-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,9.4,38.79,$,£,13
796,Feb-01-2026,Global CAD Solutions,PA-DARK-FIBER,30.8,41.48,$,£,43
797,Mar-28-2026,Global CAD Solutions,TX-LONG-HAUL,19.6,41.98,$,£,27
798,Jan-11-2026,Global CAD Solutions,PA-DARK-FIBER,18.2,42.04,$,$,25
799,Feb-17-2026,Southfield GIS Inc.,NC-RING,16.0,39.75,$,£,22
800,Mar-22-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,38.0,38.87,$,£,53
801,Jan-25-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,31.2,38.72,$,£,43
802,Feb-05-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,11.6,41.28,$,€,16
803,Mar-01-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,34.0,42.38,$,$,47
804,Jan-25-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,14.5,40.58,$,$,20
805,Feb-11-2026,Dominion Aluminum & Fasteners,NC-RING,25.9,40.08,$,€,36
806,Mar-01-2026,Global CAD Solutions,TX-LONG-HAUL,14.5,39.6,$,$,20
807,Jan-19-2026,Continental Drafting Ltd.,TX-LONG-HAUL,38.2,39.98,$,€,53
808,Feb-25-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,26.2,41.24,$,£,36
809,Mar-13-2026,Continental Drafting Ltd.,FL-BACKHAUL,29.5,41.21,$,$,41
810,Jan-23-2026,Continental Drafting Ltd.,OH-EXPANSION,27.4,38.53,$,£,38
811,Feb-03-2026,Global CAD Solutions,FL-BACKHAUL,15.6,42.44,$,$,21
812,Mar-13-2026,Global CAD Solutions,NC-RING,33.2,41.71,$,€,46
813,Jan-08-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,37.1,38.9,$,$,51
814,Feb-15-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,20.9,42.24,$,$,29
815,Mar-18-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,26.5,39.86,$,$,37
816,Jan-15-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,23.3,42.3,$,€,32
817,Feb-06-2026,Southfield GIS Inc.,TX-LONG-HAUL,33.8,38.73,$,€,47
818,Mar-04-2026,Global CAD Solutions,NC-RING,33.2,42.0,$,$,46
819,Jan-28-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,25.8,41.7,$,€,36
820,Feb-23-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,29.2,40.77,$,£,40
821,Mar-22-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,25.9,38.94,$,$,36
822,Jan-07-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,30.7,41.31,$,€,42
823,Feb-04-2026,Global CAD Solutions,NC-RING,39.2,40.46,$,£,54
824,Mar-03-2026,Global CAD Solutions,FL-BACKHAUL,15.6,41.97,$,$,21
825,Jan-12-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,17.7,41.43,$,$,24
826,Feb-20-2026,Global CAD Solutions,NC-RING,39.3,41.46,$,$,55
827,Mar-03-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,11.6,41.12,$,€,16
828,Jan-17-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,22.6,39.83,$,€,31
829,Feb-25-2026,Global CAD Solutions,FL-BACKHAUL,32.1,38.36,$,$,44
830,Mar-23-2026,Global CAD Solutions,FL-BACKHAUL,9.0,41.06,$,£,12
831,Jan-06-2026,Dominion Aluminum & Fasteners,NC-RING,38.2,39.99,$,€,53
832,Feb-09-2026,Continental Drafting Ltd.,PA-DARK-FIBER,17.6,39.57,$,£,24
833,Mar-04-2026,Continental Drafting Ltd.,TX-LONG-HAUL,22.2,42.41,$,€,31
834,Jan-25-2026,Southfield GIS Inc.,NC-RING,34.8,42.47,$,£,48
835,Feb-26-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,8.4,40.42,$,£,11
836,Mar-18-2026,Southfield GIS Inc.,VA-METRO-ROUTE,37.5,39.48,$,$,52
837,Jan-26-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,25.0,38.47,$,£,35
838,Feb-21-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,19.7,40.42,$,£,27
839,Mar-07-2026,Continental Drafting Ltd.,NC-RING,9.7,40.99,$,$,13
840,Jan-17-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,32.8,40.84,$,€,45
841,Feb-07-2026,Southfield GIS Inc.,VA-METRO-ROUTE,32.2,41.99,$,€,45
842,Mar-14-2026,Continental Drafting Ltd.,FL-BACKHAUL,11.8,42.26,$,€,16
843,Jan-20-2026,Continental Drafting Ltd.,FL-BACKHAUL,13.3,42.27,$,£,18
844,Feb-08-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,16.2,38.12,$,€,22
845,Mar-21-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,27.8,40.95,$,€,38
846,Jan-21-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,27.1,41.13,$,£,37
847,Feb-03-2026,Global CAD Solutions,FL-BACKHAUL,10.1,38.07,$,£,14
848,Mar-05-2026,Southfield GIS Inc.,NC-RING,11.6,40.22,$,€,16
849,Jan-25-2026,Continental Drafting Ltd.,OH-EXPANSION,13.7,38.45,$,£,19
850,Feb-14-2026,Global CAD Solutions,FL-BACKHAUL,30.1,40.0,$,€,42
851,Mar-28-2026,Continental Drafting Ltd.,OH-EXPANSION,19.0,41.75,$,$,26
852,Jan-27-2026,Southfield GIS Inc.,PA-DARK-FIBER,15.2,41.85,$,£,21
853,Feb-09-2026,Dominion Aluminum & Fasteners,NC-RING,8.3,38.85,$,$,11
854,Mar-26-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,29.2,39.4,$,£,40
855,Jan-02-2026,Continental Drafting Ltd.,TX-LONG-HAUL,23.4,41.77,$,$,32
856,Feb-09-2026,Global CAD Solutions,FL-BACKHAUL,10.8,40.63,$,$,15
857,Mar-10-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,16.6,42.19,$,£,23
858,Jan-18-2026,Southfield GIS Inc.,FL-BACKHAUL,13.6,39.66,$,€,19
859,Feb-12-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,13.3,40.98,$,$,18
860,Mar-10-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,20.2,41.44,$,$,28
861,Jan-08-2026,Continental Drafting Ltd.,PA-DARK-FIBER,20.3,39.64,$,€,28
862,Feb-09-2026,Southfield GIS Inc.,PA-DARK-FIBER,8.2,38.45,$,£,11
863,Mar-08-2026,Global CAD Solutions,VA-METRO-ROUTE,8.9,39.97,$,$,12
864,Jan-15-2026,Continental Drafting Ltd.,NC-RING,30.8,38.42,$,$,43
865,Feb-16-2026,Global CAD Solutions,TX-LONG-HAUL,37.1,39.92,$,$,51
866,Mar-07-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,16.5,40.0,$,$,23
867,Jan-18-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,10.3,39.0,$,€,14
868,Feb-19-2026,Global CAD Solutions,NC-RING,35.8,42.33,$,£,50
869,Mar-02-2026,Southfield GIS Inc.,OH-EXPANSION,24.8,39.08,$,$,34
870,Jan-07-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,10.7,39.19,$,£,14
871,Feb-03-2026,Southfield GIS Inc.,PA-DARK-FIBER,22.5,39.43,$,$,31
872,Mar-22-2026,Continental Drafting Ltd.,PA-DARK-FIBER,19.6,38.54,$,£,27
873,Jan-09-2026,Global CAD Solutions,TX-LONG-HAUL,24.3,40.82,$,€,34
874,Feb-21-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,30.0,38.14,$,€,42
875,Mar-25-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,29.3,38.63,$,£,41
876,Jan-13-2026,Southfield GIS Inc.,PA-DARK-FIBER,36.4,39.45,$,$,50
877,Feb-22-2026,Continental Drafting Ltd.,FL-BACKHAUL,13.8,39.02,$,€,19
878,Mar-24-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,22.4,41.83,$,£,31
879,Jan-05-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,14.1,41.37,$,€,19
880,Feb-03-2026,Continental Drafting Ltd.,OH-EXPANSION,8.8,38.74,$,£,12
881,Mar-08-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,23.3,40.3,$,€,32
882,Jan-22-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,27.9,38.97,$,£,39
883,Feb-10-2026,Global CAD Solutions,PA-DARK-FIBER,22.6,39.02,$,£,31
884,Mar-14-2026,Southfield GIS Inc.,TX-LONG-HAUL,19.0,41.01,$,$,26
885,Jan-25-2026,Southfield GIS Inc.,TX-LONG-HAUL,15.6,41.77,$,$,21
886,Feb-20-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,23.2,40.47,$,£,32
887,Mar-09-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,26.0,39.23,$,£,36
888,Jan-05-2026,Dominion Aluminum & Fasteners,NC-RING,12.3,39.45,$,$,17
889,Feb-08-2026,Continental Drafting Ltd.,OH-EXPANSION,13.4,40.64,$,£,18
890,Mar-09-2026,Southfield GIS Inc.,NC-RING,29.2,41.87,$,€,40
891,Jan-23-2026,Global CAD Solutions,OH-EXPANSION,11.0,39.96,$,$,15
892,Feb-10-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,17.2,42.35,$,$,24
893,Mar-03-2026,Global CAD Solutions,NC-RING,20.1,39.35,$,€,28
894,Jan-15-2026,Southfield GIS Inc.,TX-LONG-HAUL,24.0,40.39,$,€,33
895,Feb-17-2026,Continental Drafting Ltd.,NC-RING,14.2,38.34,$,£,19
896,Mar-06-2026,Continental Drafting Ltd.,PA-DARK-FIBER,30.1,39.15,$,$,42
897,Jan-12-2026,Global CAD Solutions,NC-RING,16.2,41.7,$,€,22
898,Feb-20-2026,Continental Drafting Ltd.,FL-BACKHAUL,23.1,41.02,$,$,32
899,Mar-16-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,29.7,41.19,$,€,41
900,Jan-15-2026,Global CAD Solutions,VA-METRO-ROUTE,33.1,39.05,$,£,46
901,Feb-07-2026,Dominion Aluminum & Fasteners,NC-RING,21.1,42.33,$,€,29
902,Mar-12-2026,Southfield GIS Inc.,FL-BACKHAUL,30.7,39.71,$,£,42
903,Jan-05-2026,Global CAD Solutions,TX-LONG-HAUL,28.5,41.96,$,$,39
904,Feb-17-2026,Global CAD Solutions,TX-LONG-HAUL,36.3,40.77,$,€,50
905,Mar-16-2026,Southfield GIS Inc.,NC-RING,22.5,39.49,$,€,31
906,Jan-12-2026,Global CAD Solutions,FL-BACKHAUL,32.3,39.42,$,£,45
907,Feb-22-2026,Southfield GIS Inc.,FL-BACKHAUL,33.0,39.77,$,$,46
908,Mar-27-2026,Dominion Aluminum & Fasteners,NC-RING,28.5,40.86,$,€,39
909,Jan-12-2026,Global CAD Solutions,PA-DARK-FIBER,35.2,40.92,$,$,49
910,Feb-20-2026,Global CAD Solutions,OH-EXPANSION,35.2,41.94,$,€,49
911,Mar-07-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,27.1,39.86,$,€,37
912,Jan-01-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,33.5,41.77,$,$,46
913,Feb-01-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,15.4,39.19,$,€,21
914,Mar-01-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,11.7,42.21,$,$,16
915,Jan-16-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,10.3,39.57,$,£,14
916,Feb-24-2026,Southfield GIS Inc.,OH-EXPANSION,36.0,39.5,$,$,50
917,Mar-06-2026,Southfield GIS Inc.,VA-METRO-ROUTE,10.9,40.81,$,€,15
918,Jan-05-2026,Continental Drafting Ltd.,PA-DARK-FIBER,35.8,39.48,$,€,50
919,Feb-05-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,27.4,42.45,$,$,38
920,Mar-27-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,21.5,39.33,$,$,30
921,Jan-10-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,10.3,40.13,$,$,14
922,Feb-07-2026,Global CAD Solutions,PA-DARK-FIBER,30.6,41.62,$,$,42
923,Mar-27-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,23.1,39.96,$,$,32
924,Jan-19-2026,Southfield GIS Inc.,TX-LONG-HAUL,11.5,40.85,$,$,16
925,Feb-17-2026,Global CAD Solutions,OH-EXPANSION,24.7,39.49,$,$,34
926,Mar-08-2026,Continental Drafting Ltd.,FL-BACKHAUL,8.8,40.31,$,$,12
927,Jan-20-2026,Southfield GIS Inc.,TX-LONG-HAUL,36.9,38.92,$,£,51
928,Feb-05-2026,Southfield GIS Inc.,TX-LONG-HAUL,10.0,40.08,$,£,14
929,Mar-13-2026,Southfield GIS Inc.,VA-METRO-ROUTE,24.7,39.38,$,€,34
930,Jan-03-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,9.6,40.31,$,$,13
931,Feb-21-2026,Southfield GIS Inc.,TX-LONG-HAUL,22.8,38.89,$,$,31
932,Mar-22-2026,Global CAD Solutions,FL-BACKHAUL,23.2,39.4,$,$,32
933,Jan-22-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,28.0,39.97,$,$,39
934,Feb-26-2026,Continental Drafting Ltd.,FL-BACKHAUL,24.4,40.02,$,£,34
935,Mar-25-2026,Southfield GIS Inc.,FL-BACKHAUL,19.9,40.01,$,€,27
936,Jan-20-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,11.4,40.05,$,€,15
937,Feb-05-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,35.5,42.25,$,€,49
938,Mar-03-2026,Global CAD Solutions,OH-EXPANSION,29.9,38.16,$,€,41
939,Jan-28-2026,Global CAD Solutions,PA-DARK-FIBER,29.1,39.53,$,€,40
940,Feb-05-2026,Global CAD Solutions,OH-EXPANSION,30.3,41.22,$,€,42
941,Mar-02-2026,Global CAD Solutions,VA-METRO-ROUTE,37.1,41.02,$,€,51
942,Jan-23-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,18.1,41.68,$,€,25
943,Feb-06-2026,Southfield GIS Inc.,TX-LONG-HAUL,13.6,41.44,$,£,19
944,Mar-12-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,36.5,40.06,$,€,51
945,Jan-03-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,38.2,42.23,$,€,53
946,Feb-16-2026,Continental Drafting Ltd.,TX-LONG-HAUL,38.6,40.72,$,£,54
947,Mar-13-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,14.5,41.54,$,€,20
948,Jan-16-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,35.8,40.31,$,$,50
949,Feb-09-2026,Southfield GIS Inc.,NC-RING,23.0,42.46,$,$,32
950,Mar-11-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,31.3,41.82,$,€,43
951,Jan-22-2026,Southfield GIS Inc.,OH-EXPANSION,9.8,38.0,$,$,13
952,Feb-01-2026,Southfield GIS Inc.,PA-DARK-FIBER,32.4,40.73,$,$,45
953,Mar-08-2026,Southfield GIS Inc.,PA-DARK-FIBER,18.2,41.97,$,£,25
954,Jan-12-2026,Dominion Aluminum & Fasteners,NC-RING,19.3,39.7,$,$,27
955,Feb-01-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,21.1,40.86,$,€,29
956,Mar-27-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,33.7,42.46,$,€,47
957,Jan-25-2026,Southfield GIS Inc.,TX-LONG-HAUL,34.0,39.14,$,€,47
958,Feb-13-2026,Southfield GIS Inc.,OH-EXPANSION,34.9,38.6,$,€,48
959,Mar-22-2026,Southfield GIS Inc.,PA-DARK-FIBER,9.8,42.03,$,$,13
960,Jan-25-2026,Global CAD Solutions,TX-LONG-HAUL,35.4,42.3,$,€,49
961,Feb-26-2026,Continental Drafting Ltd.,PA-DARK-FIBER,35.0,42.41,$,£,49
962,Mar-26-2026,Southfield GIS Inc.,OH-EXPANSION,33.0,41.91,$,$,46
963,Jan-12-2026,Global CAD Solutions,TX-LONG-HAUL,10.0,38.53,$,$,14
964,Feb-08-2026,Global CAD Solutions,VA-METRO-ROUTE,10.3,38.3,$,€,14
965,Mar-07-2026,Continental Drafting Ltd.,PA-DARK-FIBER,22.8,39.81,$,£,31
966,Jan-10-2026,Southfield GIS Inc.,FL-BACKHAUL,28.2,42.03,$,£,39
